station_id,observation_time,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,corrected,maintenance_indicator_on,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,metar_type
KVRB,2015-03-13T07:53:00Z,22.8,19.4,100,10,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KVUO,2015-03-13T07:53:00Z,7.8,5.6,0,0,,10.0,30.259842,,,,CLR,,,,,,,,METAR
KWRL,2015-03-13T07:53:00Z,2.8,-0.6,180,7,,10.0,30.33071,,,,FEW,8500,,,,,,,METAR
KWST,2015-03-13T07:53:00Z,-3.9,-13.3,340,4,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KWVI,2015-03-13T07:53:00Z,13.3,10.0,300,3,,10.0,30.15059,,,,CLR,,,,,,,,METAR
KXNA,2015-03-13T07:53:00Z,11.1,10.0,70,4,,5.0,30.079725,,,BR,BKN,600,OVC,4500,,,,,METAR
KYIP,2015-03-13T07:53:00Z,-1.1,-8.3,30,3,,10.0,30.389763,,,,CLR,,,,,,,,METAR
KYKM,2015-03-13T07:53:00Z,5.6,1.1,260,9,,10.0,30.369095,,,,CLR,,,,,,,,METAR
KZZV,2015-03-13T07:53:00Z,2.8,-6.1,90,4,,10.0,30.360237,,,,CLR,,,,,,,,METAR
KRTN,2015-03-13T07:53:00Z,8.3,-4.4,360,23,28,10.0,30.209646,,,,SCT,8000,OVC,11000,,,,,METAR
KRWF,2015-03-13T07:53:00Z,8.3,3.9,220,8,,10.0,30.029528,,,,CLR,,,,,,,,METAR
KRWL,2015-03-13T07:53:00Z,-1.7,-3.3,360,5,,10.0,30.380905,,,,CLR,,,,,,,,METAR
KRXE,2015-03-13T07:53:00Z,-1.1,-2.2,60,3,,10.0,30.398623,,,,CLR,,,,,,,,METAR
KSAC,2015-03-13T07:53:00Z,13.3,10.6,130,3,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KSAF,2015-03-13T07:53:00Z,8.9,-5.0,350,8,,10.0,30.15059,,TRUE,,OVC,10000,,,,,,,METAR
KRNT,2015-03-13T07:53:00Z,8.3,6.7,0,0,,10.0,30.318897,,,,CLR,,,,,,,,METAR
KRNM,2015-03-13T07:53:00Z,10.6,4.4,0,0,,10.0,30.059055,,,,CLR,,,,,,,,METAR
KSAV,2015-03-13T07:53:00Z,15.0,8.9,70,13,20,10.0,30.339567,,,,OVC,1800,,,,,,,METAR
KVPC,2015-03-13T07:53:00Z,14.4,7.2,90,11,19,10.0,30.318897,,,,OVC,3200,,,,,,,METAR
KTYS,2015-03-13T07:53:00Z,13.9,11.1,160,3,,10.0,30.301182,,,,FEW,4500,OVC,5500,,,,,METAR
KTRI,2015-03-13T07:53:00Z,11.7,0.6,90,7,14,10.0,30.389763,,,,FEW,4700,OVC,6000,,,,,METAR
KTOI,2015-03-13T07:53:00Z,18.9,16.7,90,14,22,8.0,30.188976,,,,OVC,1100,,,,,,,METAR
KTCL,2015-03-13T07:53:00Z,18.9,15.6,100,8,18,10.0,30.15059,,,,OVC,1700,,,,,,,METAR
KRWI,2015-03-13T07:53:00Z,3.9,0.0,0,0,,10.0,30.540354,,,,CLR,,,,,,,,METAR
KHEY,2015-03-13T07:53:00Z,17.2,16.1,100,11,20,10.0,30.188976,,,,OVC,500,,,,,,,METAR
KRMG,2015-03-13T07:53:00Z,14.4,9.4,110,7,16,10.0,30.301182,,,,OVC,3100,,,,,,,METAR
KRME,2015-03-13T07:53:00Z,-10.0,-13.3,130,3,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KRKP,2015-03-13T07:53:00Z,13.9,12.8,130,3,,6.0,30.0,,,BR,CLR,,,,,,,,METAR
KRIW,2015-03-13T07:53:00Z,4.4,-2.8,300,13,,10.0,30.369095,,TRUE,,CLR,,,,,,,,METAR
KRIL,2015-03-13T07:53:00Z,3.9,0.0,120,3,,10.0,30.301182,,TRUE,,SCT,12000,,,,,,,METAR
KRHI,2015-03-13T07:53:00Z,5.6,1.7,200,9,,9.0,30.129921,,TRUE,,OVC,10000,,,,,,,METAR
KRDD,2015-03-13T07:53:00Z,12.8,9.4,0,0,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KRBG,2015-03-13T07:53:00Z,11.1,9.4,0,0,,10.0,30.209646,,,,CLR,,,,,,,,METAR
KRBD,2015-03-13T07:53:00Z,14.4,12.2,10,3,,9.0,30.008858,,,,OVC,1100,,,,,,,METAR
KRAL,2015-03-13T07:53:00Z,23.3,0.6,40,8,,10.0,30.041338,,,,CLR,,,,,,,,METAR
KRAC,2015-03-13T07:53:00Z,1.7,-2.2,160,6,,10.0,30.301182,,,,CLR,,,,,,,,METAR
KPWA,2015-03-13T07:53:00Z,10.0,7.8,0,0,,9.0,30.100393,,,,CLR,,,,,,,,METAR
KPUW,2015-03-13T07:53:00Z,3.9,0.6,0,0,,10.0,30.41929,,,,CLR,,,,,,,,METAR
KPUB,2015-03-13T07:53:00Z,10.0,-0.6,360,18,,10.0,30.230314,,,,CLR,,,,,,,,METAR
KPTK,2015-03-13T07:53:00Z,-2.2,-11.7,110,5,,10.0,30.369095,,,,CLR,,,,,,,,METAR
KPSX,2015-03-13T07:53:00Z,15.0,15.0,270,5,,4.0,30.0,,TRUE,-RA BR,FEW,700,BKN,4200,OVC,6000,,,METAR
KPSP,2015-03-13T07:53:00Z,21.1,2.2,330,8,,10.0,30.059055,,,,CLR,,,,,,,,METAR
KPSC,2015-03-13T07:53:00Z,3.3,1.1,0,0,,10.0,30.360237,,,,CLR,,,,,,,,METAR
KPRC,2015-03-13T07:53:00Z,6.1,-0.6,0,0,,10.0,30.180119,,,,CLR,,,,,,,,METAR
KPRB,2015-03-13T07:53:00Z,10.0,6.7,0,0,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KPQL,2015-03-13T07:53:00Z,20.6,20.0,110,6,,4.0,30.079725,,,-RA BR,OVC,300,,,,,,,METAR
KPOU,2015-03-13T07:53:00Z,-6.1,-11.1,0,0,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KPOF,2015-03-13T07:53:00Z,12.8,11.1,30,7,,5.0,30.100393,,,-RA BR,OVC,1600,,,,,,,METAR
KPNS,2015-03-13T07:53:00Z,20.0,18.9,130,6,,10.0,30.121063,,TRUE,,BKN,1200,OVC,9000,,,,,METAR
KPNC,2015-03-13T07:53:00Z,8.9,5.6,30,3,,10.0,30.121063,,TRUE,,CLR,,,,,,,,METAR
KPMP,2015-03-13T07:53:00Z,23.9,18.3,110,17,23,10.0,30.129921,,,,CLR,,,,,,,,METAR
KPMD,2015-03-13T07:53:00Z,9.4,1.7,200,4,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KPKB,2015-03-13T07:53:00Z,5.0,-5.0,90,4,,10.0,30.389763,,,,CLR,,,,,,,,METAR
KPIR,2015-03-13T07:53:00Z,6.1,-1.7,300,10,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KPIL,2015-03-13T07:53:00Z,14.4,13.9,200,6,,5.0,30.0,,,BR,CLR,,,,,,,,METAR
KPIH,2015-03-13T07:53:00Z,6.7,1.7,220,11,,10.0,30.398623,,,,CLR,,,,,,,,METAR
KPIE,2015-03-13T07:53:00Z,22.2,19.4,120,8,,10.0,30.159449,,,,FEW,2400,,,,,,,METAR
KPHD,2015-03-13T07:53:00Z,0.6,-3.9,0,0,,10.0,30.398623,,,,CLR,,,,,,,,METAR
KPGD,2015-03-13T07:53:00Z,20.6,19.4,120,7,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KPEO,2015-03-13T07:53:00Z,-5.0,-11.1,210,6,,10.0,30.549213,,,,CLR,,,,,,,,METAR
KPDX,2015-03-13T07:53:00Z,10.0,7.8,250,3,,10.0,30.259842,,,,BKN,22000,BKN,25000,,,,,METAR
KPDT,2015-03-13T07:53:00Z,6.1,2.8,100,7,,10.0,30.339567,,,,CLR,,,,,,,,METAR
KPDK,2015-03-13T07:53:00Z,12.8,6.7,0,6,17,10.0,30.351377,,,-RA,OVC,3200,,,,,,,METAR
KPBI,2015-03-13T07:53:00Z,24.4,18.9,100,17,,10.0,30.129921,,,,SCT,2200,,,,,,,METAR
KPBG,2015-03-13T07:53:00Z,-7.2,-16.1,300,3,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KCHA,2015-03-13T07:53:00Z,15.6,8.9,160,6,,10.0,30.31004,,,,OVC,3700,,,,,,,METAR
KHBG,2015-03-13T07:53:00Z,20.6,19.4,140,7,,10.0,30.079725,,,-RA,BKN,1300,BKN,4800,OVC,10000,,,METAR
KHAO,2015-03-13T07:53:00Z,5.6,0.0,60,3,,10.0,30.301182,,,,FEW,6000,,,,,,,METAR
KLSE,2015-03-13T07:53:00Z,7.8,3.9,170,12,,8.0,30.171259,,,,CLR,,,,,,,,METAR
KHSI,2015-03-13T07:53:00Z,10.0,-0.6,200,7,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KBRO,2015-03-13T07:53:00Z,13.9,13.3,200,5,,5.0,30.008858,,TRUE,BR,CLR,,,,,,,,METAR
KUIL,2015-03-13T07:53:00Z,8.9,8.3,60,3,,10.0,30.301182,,TRUE,,CLR,,,,,,,,METAR
KUAO,2015-03-13T07:53:00Z,11.1,7.2,10,8,,10.0,30.250984,,,,CLR,,,,,,,,METAR
KTYR,2015-03-13T07:53:00Z,13.3,12.2,360,5,,10.0,29.970472,,,,OVC,400,,,,,,,METAR
KTXK,2015-03-13T07:53:00Z,12.8,12.8,60,7,,2.0,29.97933,,,-RA BR,OVC,200,,,,,,,METAR
KTWF,2015-03-13T07:53:00Z,6.1,-0.6,190,11,,10.0,30.410433,,,,CLR,,,,,,,,METAR
KTVL,2015-03-13T07:53:00Z,0.0,-3.9,0,0,,10.0,30.380905,,,,CLR,,,,,,,,METAR
KTVC,2015-03-13T07:53:00Z,4.4,-9.4,0,4,,10.0,30.280512,,,,CLR,,,,,,,,METAR
KTUS,2015-03-13T07:53:00Z,16.7,1.7,120,7,,10.0,30.02067,,,,CLR,,,,,,,,METAR
KTTN,2015-03-13T07:53:00Z,-0.6,-16.7,10,4,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KTTD,2015-03-13T07:53:00Z,12.2,7.2,80,13,21,10.0,30.239174,,,,CLR,,,,,,,,METAR
KTRL,2015-03-13T07:53:00Z,14.4,12.2,10,6,,10.0,30.008858,,,,OVC,700,,,,,,,METAR
KTPA,2015-03-13T07:53:00Z,22.8,17.8,100,5,,10.0,30.171259,,,,FEW,9000,,,,,,,METAR
KTOR,2015-03-13T07:53:00Z,6.1,-1.1,320,8,,10.0,30.28937,,,,CLR,,,,,,,,METAR
KTOP,2015-03-13T07:53:00Z,9.4,2.8,0,0,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KTMB,2015-03-13T07:53:00Z,21.7,18.3,100,10,,10.0,30.121063,,,,SCT,2900,SCT,3600,,,,,METAR
KTLH,2015-03-13T07:53:00Z,18.9,16.1,90,11,,10.0,30.200787,,TRUE,,OVC,800,,,,,,,METAR
KTKI,2015-03-13T07:53:00Z,13.9,12.8,0,0,,10.0,30.02067,,,,OVC,700,,,,,,,METAR
KTIW,2015-03-13T07:53:00Z,10.0,6.7,0,0,,10.0,30.31004,,,,CLR,,,,,,,,METAR
KTHV,2015-03-13T07:53:00Z,-5.0,-6.7,0,0,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KTDZ,2015-03-13T07:53:00Z,-0.6,-5.0,0,0,,10.0,30.380905,,,,CLR,,,,,,,,METAR
KTCC,2015-03-13T07:53:00Z,6.1,0.6,0,0,,10.0,30.109253,,,,CLR,,,,,,,,METAR
KSTS,2015-03-13T07:53:00Z,10.6,9.4,0,0,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KSTP,2015-03-13T07:53:00Z,11.1,6.1,180,9,,9.0,30.059055,,,,CLR,,,,,,,,METAR
KSTJ,2015-03-13T07:53:00Z,7.8,2.8,120,3,,10.0,30.171259,,TRUE,,CLR,,,,,,,,METAR
KSTC,2015-03-13T07:53:00Z,7.2,3.9,190,6,,10.0,30.0,,,,CLR,,,,,,,,METAR
KSSI,2015-03-13T07:53:00Z,16.1,15.0,30,11,,6.0,30.268702,,,BR,OVC,600,,,,,,,METAR
KSSF,2015-03-13T07:53:00Z,12.2,10.6,350,3,,10.0,30.0,,TRUE,,CLR,,,,,,,,METAR
KSRQ,2015-03-13T07:53:00Z,21.1,20.0,70,7,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KSPW,2015-03-13T07:53:00Z,8.9,2.2,230,10,,10.0,30.121063,,,,CLR,,,,,,,,METAR
KSPG,2015-03-13T07:53:00Z,22.2,19.4,120,8,,10.0,30.15059,,,,FEW,2700,FEW,8500,,,,,METAR
KSPB,2015-03-13T07:53:00Z,8.3,6.1,270,3,,10.0,30.259842,,,,CLR,,,,,,,,METAR
KSNY,2015-03-13T07:53:00Z,6.7,-1.7,350,9,,10.0,30.259842,,,,CLR,,,,,,,,METAR
KSNS,2015-03-13T07:53:00Z,11.7,9.4,50,3,,10.0,30.15059,,,,CLR,,,,,,,,METAR
KSNA,2015-03-13T07:53:00Z,17.8,12.2,200,3,,10.0,30.008858,,,,CLR,,,,,,,,METAR
KSMQ,2015-03-13T07:53:00Z,-3.9,-9.4,320,4,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KSMF,2015-03-13T07:53:00Z,12.8,8.9,140,4,,10.0,30.129921,,,,CLR,,,,,,,,METAR
KSLN,2015-03-13T07:53:00Z,6.1,-0.6,0,0,,10.0,30.15059,,,,CLR,,,,,,,,METAR
KSLC,2015-03-13T07:53:00Z,6.7,3.3,310,3,,10.0,30.339567,,,,CLR,,,,,,,,METAR
KSJC,2015-03-13T07:53:00Z,13.9,10.0,0,0,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KSIY,2015-03-13T07:53:00Z,6.1,3.9,0,0,,10.0,30.268702,,,,CLR,,,,,,,,METAR
KSHR,2015-03-13T07:53:00Z,7.8,-2.2,280,11,,10.0,30.339567,,,,BKN,10000,,,,,,,METAR
KSHN,2015-03-13T07:53:00Z,9.4,7.8,350,6,,10.0,30.28937,,,,CLR,,,,,,,,METAR
KSFF,2015-03-13T07:53:00Z,4.4,1.1,50,5,,10.0,30.41929,,,,CLR,,,,,,,,METAR
KSFB,2015-03-13T07:53:00Z,19.4,18.3,80,5,,10.0,30.188976,,,,BKN,8500,,,,,,,METAR
KSEG,2015-03-13T07:53:00Z,-3.3,-7.2,340,4,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KSEA,2015-03-13T07:53:00Z,10.0,5.0,30,4,,10.0,30.318897,,,,CLR,,,,,,,,METAR
KSDM,2015-03-13T07:53:00Z,13.9,7.2,150,5,,10.0,30.008858,,,,CLR,,,,,,,,METAR
KSDL,2015-03-13T07:53:00Z,21.1,1.7,0,6,,10.0,29.97933,,,,CLR,,,,,,,,METAR
KSBM,2015-03-13T07:53:00Z,1.7,-2.2,180,9,,10.0,30.268702,,,,CLR,,,,,,,,METAR
KSBA,2015-03-13T07:53:00Z,13.9,10.6,310,3,,10.0,30.041338,,,,CLR,,,,,,,,METAR
KPAE,2015-03-13T07:53:00Z,10.6,6.1,0,4,,10.0,30.33071,,,,CLR,,,,,,,,METAR
KOXB,2015-03-13T07:53:00Z,3.3,-8.3,40,8,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KOWD,2015-03-13T07:53:00Z,-5.0,-16.7,300,6,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KOVS,2015-03-13T07:53:00Z,4.4,1.1,210,4,,6.0,30.221457,,TRUE,HZ,CLR,,,,,,,,METAR
KOVE,2015-03-13T07:53:00Z,12.2,8.9,80,3,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KOSU,2015-03-13T07:53:00Z,5.0,-5.6,110,7,,10.0,30.318897,,,,CLR,,,,,,,,METAR
KOSH,2015-03-13T07:53:00Z,3.3,-1.7,190,11,,10.0,30.230314,,,,CLR,,,,,,,,METAR
KORL,2015-03-13T07:53:00Z,21.7,19.4,150,9,,10.0,30.188976,,,,FEW,1800,SCT,2200,OVC,9000,,,METAR
KOPF,2015-03-13T07:53:00Z,23.3,18.3,100,9,,10.0,30.129921,,,,FEW,2700,,,,,,,METAR
KONT,2015-03-13T07:53:00Z,25.0,-0.6,130,6,,10.0,30.041338,,,,SCT,25000,,,,,,,METAR
KONO,2015-03-13T07:53:00Z,3.9,1.1,240,7,,10.0,30.380905,,,,CLR,,,,,,,,METAR
KOMK,2015-03-13T07:53:00Z,7.2,-0.6,250,5,,10.0,30.380905,,,,CLR,,,,,,,,METAR
KOLF,2015-03-13T07:53:00Z,3.9,0.0,230,10,,10.0,30.209646,,,,CLR,,,,,,,,METAR
KOJC,2015-03-13T07:53:00Z,11.1,3.9,0,0,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KOGD,2015-03-13T07:53:00Z,5.6,1.1,160,6,,10.0,30.351377,,,,CLR,,,,,,,,METAR
KMHE,2015-03-13T07:53:00Z,7.8,0.6,230,3,,10.0,30.109253,,,,CLR,,,,,,,,METAR
KMGY,2015-03-13T07:53:00Z,6.7,-2.8,110,7,,10.0,30.280512,,,,CLR,,,,,,,,METAR
KMGW,2015-03-13T07:53:00Z,7.2,-10.6,0,0,,10.0,30.431103,,,,CLR,,,,,,,,METAR
KMFR,2015-03-13T07:53:00Z,11.1,8.3,0,0,,8.0,30.209646,,,,CLR,,,,,,,,METAR
KMFE,2015-03-13T07:53:00Z,13.3,11.7,160,4,,7.0,30.008858,,,,CLR,,,,,,,,METAR
KMDW,2015-03-13T07:53:00Z,6.1,-1.7,160,6,,10.0,30.280512,,,,BKN,20000,OVC,23000,,,,,METAR
KMCW,2015-03-13T07:53:00Z,5.0,3.9,180,7,,4.0,30.15059,,TRUE,BR,CLR,,,,,,,,METAR
KMCO,2015-03-13T07:53:00Z,21.7,17.8,150,11,,10.0,30.188976,,TRUE,,FEW,2400,OVC,8000,,,,,METAR
KMCK,2015-03-13T07:53:00Z,8.9,-1.7,0,0,,10.0,30.15059,,,,CLR,,,,,,,,METAR
KMCI,2015-03-13T07:53:00Z,11.7,3.9,120,4,,10.0,30.171259,,,,BKN,15000,,,,,,,METAR
KMCE,2015-03-13T07:53:00Z,11.1,9.4,170,3,,8.0,30.159449,,,,CLR,,,,,,,,METAR
KMCB,2015-03-13T07:53:00Z,19.4,18.3,150,13,21,10.0,30.02067,,,-RA,BKN,1000,OVC,1500,,,,,METAR
KMBS,2015-03-13T07:53:00Z,-0.6,-8.9,140,4,,10.0,30.380905,,,,CLR,,,,,,,,METAR
KMAI,2015-03-13T07:53:00Z,18.9,17.2,100,9,,10.0,30.188976,,TRUE,,OVC,1300,,,,,,,METAR
KMAF,2015-03-13T07:53:00Z,6.7,2.2,0,0,,10.0,30.088583,,,,CLR,,,,,,,,METAR
KMAE,2015-03-13T07:53:00Z,10.0,7.2,100,4,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KLXV,2015-03-13T07:53:00Z,-3.9,-5.0,100,3,,10.0,30.369095,,,,FEW,3300,,,,,,,METAR
KLWV,2015-03-13T07:53:00Z,9.4,3.9,40,4,,10.0,30.221457,,,,OVC,8500,,,,,,,METAR
KLWD,2015-03-13T07:53:00Z,10.0,5.6,160,5,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KLVS,2015-03-13T07:53:00Z,5.0,-2.8,20,3,,10.0,30.209646,,,,BKN,7500,,,,,,,METAR
KLVM,2015-03-13T07:53:00Z,2.2,-3.9,270,5,,10.0,30.380905,,,,CLR,,,,,,,,METAR
KLVK,2015-03-13T07:53:00Z,10.0,6.7,80,3,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KLVJ,2015-03-13T07:53:00Z,15.0,14.4,270,4,,2.0,29.970472,,,BR,OVC,400,,,,,,,METAR
KLUK,2015-03-13T07:53:00Z,5.6,1.1,40,3,,10.0,30.301182,,,,CLR,,,,,,,,METAR
KLPR,2015-03-13T07:53:00Z,2.2,-7.2,160,8,,10.0,30.380905,,TRUE,,CLR,,,,,,,,METAR
KLOZ,2015-03-13T07:53:00Z,15.6,4.4,140,6,,10.0,30.280512,,,,SCT,4500,BKN,7000,OVC,9500,,,METAR
KLOU,2015-03-13T07:53:00Z,13.3,-0.6,80,3,,10.0,30.259842,,,,SCT,5000,,,,,,,METAR
KLOL,2015-03-13T07:53:00Z,6.1,-0.6,0,0,,10.0,30.360237,,,,CLR,,,,,,,,METAR
KLNS,2015-03-13T07:53:00Z,-1.1,-9.4,0,0,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KLMT,2015-03-13T07:53:00Z,3.9,2.2,0,0,,10.0,30.318897,,,,CLR,,,,,,,,METAR
KOGB,2015-03-13T07:53:00Z,12.8,0.6,70,7,16,10.0,30.41929,,,,OVC,4300,,,,,,,METAR
KODO,2015-03-13T07:53:00Z,7.2,1.1,0,0,,10.0,30.100393,,,,CLR,,,,,,,,METAR
KOAK,2015-03-13T07:53:00Z,12.8,11.1,300,5,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KMYV,2015-03-13T07:53:00Z,12.2,9.4,0,0,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KMYF,2015-03-13T07:53:00Z,16.7,6.7,0,0,,10.0,30.02067,,,,CLR,,,,,,,,METAR
KMWL,2015-03-13T07:53:00Z,10.0,8.3,0,0,,6.0,30.029528,,,BR,CLR,,,,,,,,METAR
KMVY,2015-03-13T07:53:00Z,-3.3,-21.1,340,14,18,10.0,30.578741,,,,CLR,,,,,,,,METAR
KMTJ,2015-03-13T07:53:00Z,4.4,0.0,150,5,,10.0,30.28937,,,,SCT,12000,,,,,,,METAR
KMTH,2015-03-13T07:53:00Z,24.4,19.4,100,11,21,10.0,30.088583,,,,CLR,,,,,,,,METAR
KMSY,2015-03-13T07:53:00Z,19.4,17.8,120,7,,10.0,30.008858,,,,FEW,1100,SCT,3800,BKN,12000,,,METAR
KMSP,2015-03-13T07:53:00Z,11.7,5.6,190,9,,10.0,30.050198,,,,OVC,20000,,,,,,,METAR
KMSO,2015-03-13T07:53:00Z,1.1,-2.2,0,0,,10.0,30.43996,,,,CLR,,,,,,,,METAR
KMSN,2015-03-13T07:53:00Z,3.3,-0.6,170,4,,10.0,30.250984,,,,CLR,,,,,,,,METAR
KMSL,2015-03-13T07:53:00Z,14.4,12.2,120,7,,8.0,30.188976,,,-RA,BKN,2300,BKN,4300,OVC,7500,,,METAR
KMRB,2015-03-13T07:53:00Z,1.1,-5.6,0,0,,10.0,30.569881,,,,CLR,,,,,,,,METAR
KMPO,2015-03-13T07:53:00Z,-5.6,-17.2,340,3,,10.0,30.499016,,,,CLR,,,,,,,,METAR
KMOD,2015-03-13T07:53:00Z,12.8,11.1,110,5,,10.0,30.159449,,TRUE,,CLR,,,,,,,,METAR
KMNN,2015-03-13T07:53:00Z,4.4,-5.6,130,8,,10.0,30.33071,,,,CLR,,,,,,,,METAR
KMMV,2015-03-13T07:53:00Z,11.7,6.7,340,6,,10.0,30.250984,,,,CLR,,,,,,,,METAR
KMMK,2015-03-13T07:53:00Z,-2.8,-13.3,350,4,,10.0,30.611221,,TRUE,,CLR,,,,,,,,METAR
KMLU,2015-03-13T07:53:00Z,18.3,18.3,110,4,,10.0,29.991142,,,,OVC,3200,,,,,,,METAR
KMLS,2015-03-13T07:53:00Z,,,,,,,30.259842,,TRUE,,,,,,,,,,METAR
KMLP,2015-03-13T07:53:00Z,1.7,-1.1,220,5,,10.0,30.41929,,TRUE,,CLR,,,,,,,,METAR
KMLB,2015-03-13T07:53:00Z,23.9,20.0,110,10,,10.0,30.171259,,,,OVC,8000,,,,,,,METAR
KMKO,2015-03-13T07:53:00Z,12.2,10.6,10,5,,10.0,30.088583,,TRUE,,OVC,1200,,,,,,,METAR
KMKL,2015-03-13T07:53:00Z,16.1,12.8,150,8,16,10.0,30.129921,,,,FEW,3100,OVC,9000,,,,,METAR
KMIW,2015-03-13T07:53:00Z,6.7,5.0,150,8,,4.0,30.171259,,,BR,CLR,,,,,,,,METAR
KMIE,2015-03-13T07:53:00Z,4.4,-2.2,,,,10.0,30.28937,,,,CLR,,,,,,,,METAR
KMIA,2015-03-13T07:53:00Z,23.9,17.2,100,16,,10.0,30.121063,,,,FEW,2500,,,,,,,METAR
KMHT,2015-03-13T07:53:00Z,-5.6,-16.1,280,4,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KLHX,2015-03-13T07:53:00Z,10.0,-1.7,10,17,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KLHQ,2015-03-13T07:53:00Z,6.1,-5.0,130,6,,10.0,30.33071,,,,CLR,,,,,,,,METAR
KLGB,2015-03-13T07:53:00Z,20.0,9.4,320,3,,10.0,30.008858,,,,CLR,,,,,,,,METAR
KLFT,2015-03-13T07:53:00Z,18.3,18.3,180,3,,6.0,29.97933,,,-RA BR,SCT,800,BKN,3100,OVC,11000,,,METAR
KLFK,2015-03-13T07:53:00Z,14.4,12.8,20,4,,1.5,29.940945,,,BR,OVC,200,,,,,,,METAR
KLEE,2015-03-13T07:53:00Z,20.6,19.4,80,5,,10.0,30.200787,,,,BKN,9500,,,,,,,METAR
KLEB,2015-03-13T07:53:00Z,-10.6,-15.0,170,5,,10.0,30.569881,,,,CLR,,,,,,,,METAR
KLBX,2015-03-13T07:53:00Z,13.3,13.3,310,4,,4.0,29.970472,,,BR,OVC,300,,,,,,,METAR
KLBB,2015-03-13T07:53:00Z,6.1,1.7,0,0,,10.0,30.109253,,,,SCT,7000,,,,,,,METAR
KLAX,2015-03-13T07:53:00Z,23.9,2.8,330,4,,10.0,30.02067,,,,FEW,20000,SCT,28000,,,,,METAR
KLAW,2015-03-13T07:53:00Z,7.8,5.6,0,0,,10.0,30.070866,,,,CLR,,,,,,,,METAR
KLAR,2015-03-13T07:53:00Z,0.6,-2.2,0,0,,10.0,30.369095,,,,CLR,,,,,,,,METAR
KLAN,2015-03-13T07:53:00Z,-0.6,-9.4,150,7,,10.0,30.351377,,,,CLR,,,,,,,,METAR
KLAA,2015-03-13T07:53:00Z,7.2,0.0,10,4,,10.0,30.15059,,,,BKN,10000,,,,,,,METAR
KJLN,2015-03-13T07:53:00Z,10.6,10.0,40,5,,4.0,30.121063,,,BR,BKN,500,OVC,2400,,,,,METAR
KJKL,2015-03-13T07:53:00Z,13.3,0.6,150,4,,10.0,30.301182,,,,BKN,5500,BKN,10000,,,,,METAR
KJER,2015-03-13T07:53:00Z,5.0,-0.6,180,7,,10.0,30.398623,,,,CLR,,,,,,,,METAR
KJBR,2015-03-13T07:53:00Z,13.9,13.9,60,7,,6.0,30.079725,,,-RA BR,OVC,800,,,,,,,METAR
KIXD,2015-03-13T07:53:00Z,10.6,3.9,60,5,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KIWI,2015-03-13T07:53:00Z,-9.4,-17.2,0,0,,10.0,30.549213,,,,CLR,,,,,,,,METAR
KITR,2015-03-13T07:53:00Z,1.7,-2.8,280,5,,10.0,30.200787,,,,CLR,,,,,,,,METAR
KIPL,2015-03-13T07:53:00Z,21.1,7.2,330,6,,10.0,29.958662,,,,CLR,,,,,,,,METAR
KINK,2015-03-13T07:53:00Z,8.3,0.0,90,4,,10.0,30.079725,,,,CLR,,,,,,,,METAR
KIML,2015-03-13T07:53:00Z,6.1,-2.8,340,10,,10.0,30.188976,,TRUE,,,,,,,,,,METAR
KILM,2015-03-13T07:53:00Z,6.1,-0.6,30,8,,10.0,30.469488,,,,CLR,,,,,,,,METAR
