station_id,observation_time,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,corrected,maintenance_indicator_on,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,metar_type
KOEO,2015-03-13T08:15:00Z,10.2,5.8,170,7,,10.0,30.059055,,,,CLR,,,,,,,,SPECI
KMXO,2015-03-13T08:15:00Z,4.0,4.0,140,3,,5.0,30.209646,,,BR,CLR,,,,,,,,SPECI
KMWC,2015-03-13T08:15:00Z,2.0,-3.0,160,4,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KMWA,2015-03-13T08:15:00Z,10.0,9.0,30,3,,7.0,30.171259,,,RA,BKN,1700,OVC,2400,,,,,SPECI
KMUT,2015-03-13T08:15:00Z,3.0,2.0,120,3,,5.0,30.221457,,,BR,CLR,,,,,,,,SPECI
KMOR,2015-03-13T08:15:00Z,14.0,3.0,90,3,,10.0,30.33071,,,,BKN,6000,BKN,9500,,,,,METAR
KMMU,2015-03-13T08:15:00Z,-3.0,-8.0,0,0,,10.0,30.611221,,,,CLR,,,,,,,,SPECI
KMLJ,2015-03-13T08:15:00Z,14.0,5.0,100,5,,10.0,30.351377,,,-DZ,OVC,2900,,,,,,,SPECI
KMLE,2015-03-13T08:15:00Z,7.4,0.8,0,0,,10.0,30.15059,,,,CLR,,,,,,,,SPECI
KMAN,2015-03-13T08:15:00Z,3.0,3.0,140,3,,10.0,30.360237,,,,CLR,,,,,,,,SPECI
KLSB,2015-03-13T08:15:00Z,9.0,0.0,300,6,,10.0,30.079725,,,,CLR,,,,,,,,SPECI
KLRU,2015-03-13T08:15:00Z,9.1,-0.8,350,4,,10.0,30.100393,,,,CLR,,,,,,,,SPECI
KLRJ,2015-03-13T08:15:00Z,4.0,0.0,190,4,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KLOT,2015-03-13T08:15:00Z,3.7,-1.0,160,8,,10.0,30.259842,,,,CLR,,,,,,,,SPECI
KLKU,2015-03-13T08:15:00Z,1.0,-3.0,0,0,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KLHB,2015-03-13T08:15:00Z,13.1,12.1,290,6,,7.0,29.991142,,,,SCT,1600,BKN,4500,OVC,5000,,,SPECI
KLGC,2015-03-13T08:15:00Z,16.1,15.0,130,5,,10.0,30.280512,,,-DZ,SCT,1500,OVC,2200,,,,,SPECI
KLCQ,2015-03-13T08:15:00Z,17.0,17.0,50,4,,1.5,30.230314,,,BR,OVC,300,,,,,,,SPECI
KLCK,2015-03-13T08:15:00Z,2.9,-3.9,80,3,,10.0,30.31004,,,,CLR,,,,,,,,SPECI
KXPY,2015-03-13T08:15:00Z,19.0,19.0,100,5,,3.0,30.050198,,,BR,BKN,200,OVC,600,,,,,SPECI
KXLL,2015-03-13T08:15:00Z,-1.0,-16.0,0,0,,10.0,30.611221,,,,CLR,,,,,,,,SPECI
KXIH,2015-03-13T08:15:00Z,14.0,14.0,260,8,,1.25,29.958662,,,BR,OVC,300,,,,,,,SPECI
KWDR,2015-03-13T08:15:00Z,14.0,6.0,90,7,,10.0,30.398623,,,-RA,OVC,3700,,,,,,,SPECI
KVQT,2015-03-13T08:15:00Z,20.0,17.0,230,8,,10.0,30.0,,,,SCT,1500,BKN,3700,BKN,7000,,,SPECI
KVOA,2015-03-13T08:15:00Z,26.0,22.0,110,20,,9.0,30.041338,,,,SCT,1100,BKN,7000,,,,,SPECI
KVKY,2015-03-13T08:15:00Z,22.0,21.0,120,14,,10.0,30.041338,,,,FEW,6500,SCT,9000,OVC,12000,,,SPECI
KVBS,2015-03-13T08:15:00Z,16.0,16.0,240,10,16,10.0,29.949802,,,,SCT,700,SCT,4100,BKN,5000,,,SPECI
KVAF,2015-03-13T08:15:00Z,19.0,16.0,280,9,,0.25,29.991142,,,HZ,OVC,1900,,,,,,,SPECI
KUNV,2015-03-13T08:15:00Z,-2.1,-11.0,0,0,,10.0,30.528543,,,,CLR,,,,,,,,SPECI
KTZR,2015-03-13T08:15:00Z,,,100,4,,,30.318897,,,,CLR,,,,,,,,SPECI
KTYQ,2015-03-13T08:15:00Z,4.3,-2.0,90,4,,10.0,30.259842,,,,CLR,,,,,,,,SPECI
KTQH,2015-03-13T08:15:00Z,11.0,10.0,10,4,,10.0,30.079725,,,,OVC,1400,,,,,,,SPECI
KTOC,2015-03-13T08:15:00Z,14.0,0.3,80,4,,10.0,30.410433,,,,OVC,5000,,,,,,,SPECI
KTNB,2015-03-13T08:15:00Z,6.7,-3.3,120,4,,10.0,30.469488,,,,OVC,5000,,,,,,,SPECI
KTKV,2015-03-13T08:15:00Z,4.7,1.7,0,0,,7.0,30.129921,,,,SCT,11000,,,,,,,SPECI
KTIP,2015-03-13T08:15:00Z,5.3,1.3,80,5,,10.0,30.239174,,,,CLR,,,,,,,,SPECI
KT20,2015-03-13T08:15:00Z,14.1,13.1,0,0,,10.0,30.0,,,,BKN,11000,,,,,,,SPECI
KSVC,2015-03-13T08:15:00Z,7.0,0.0,330,4,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KSUT,2015-03-13T08:15:00Z,9.1,2.0,40,7,,10.0,30.46063,,,,SCT,8500,,,,,,,SPECI
KSQE,2015-03-13T08:15:00Z,21.0,20.0,0,5,10,7.0,30.008858,,,,SCT,1400,BKN,3500,OVC,5000,,,SPECI
KSPR,2015-03-13T08:15:00Z,20.0,20.0,260,5,,5.0,29.991142,,,BR,BKN,1200,BKN,3400,OVC,7500,,,SPECI
KSOW,2015-03-13T08:15:00Z,2.0,0.0,30,3,,10.0,30.221457,,,,CLR,,,,,,,,SPECI
KSLR,2015-03-13T08:15:00Z,13.0,12.8,10,4,,7.0,30.02067,,,-RA,OVC,500,,,,,,,SPECI
KSFY,2015-03-13T08:15:00Z,3.1,1.0,90,3,,7.0,30.239174,,,,CLR,,,,,,,,SPECI
KSEP,2015-03-13T08:15:00Z,12.5,10.9,0,0,,2.0,30.059055,,,,OVC,400,,,,,,,SPECI
KSAR,2015-03-13T08:15:00Z,9.5,7.9,70,4,,10.0,30.180119,,,-RA,SCT,3300,BKN,4400,OVC,8500,,,SPECI
KRZL,2015-03-13T08:15:00Z,1.0,1.0,70,5,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KRPJ,2015-03-13T08:15:00Z,1.3,0.0,130,4,,7.0,30.259842,,,,CLR,,,,,,,,SPECI
KRNV,2015-03-13T08:15:00Z,18.6,18.6,120,7,,5.0,30.02067,,,-DZ,SCT,600,BKN,2500,OVC,7000,,,SPECI
KRKR,2015-03-13T08:15:00Z,12.0,11.0,360,5,,4.0,30.050198,,,BR,OVC,500,,,,,,,SPECI
KRHP,2015-03-13T08:15:00Z,12.0,4.2,90,7,,10.0,30.360237,,,-RA,SCT,4500,BKN,7000,OVC,9000,,,SPECI
KRCE,2015-03-13T08:15:00Z,9.0,9.0,80,3,,10.0,30.100393,,,,CLR,,,,,,,,SPECI
KPTT,2015-03-13T08:15:00Z,6.0,1.0,0,0,,10.0,30.138779,,,,CLR,,,,,,,,SPECI
KPTS,2015-03-13T08:15:00Z,13.3,13.1,30,5,,10.0,30.121063,,,,OVC,1100,,,,,,,SPECI
KPPQ,2015-03-13T08:15:00Z,9.4,7.1,110,3,,7.0,30.209646,,,,BKN,8000,OVC,9000,,,,,SPECI
KPEQ,2015-03-13T08:15:00Z,7.2,2.4,360,4,,10.0,30.088583,,,,CLR,,,,,,,,SPECI
KPDC,2015-03-13T08:15:00Z,4.5,1.7,90,4,,7.0,30.209646,,,,CLR,,,,,,,,SPECI
KOPN,2015-03-13T08:15:00Z,15.0,6.0,100,9,15,10.0,30.33071,,,-DZ,OVC,2500,,,,,,,SPECI
KONP,2015-03-13T08:15:00Z,13.0,8.0,70,9,14,10.0,30.221457,,,,CLR,,,,,,,,SPECI
KONM,2015-03-13T08:15:00Z,8.5,-0.8,0,0,,10.0,30.121063,,,,CLR,,,,,,,,SPECI
KOCW,2015-03-13T08:15:00Z,3.0,0.0,20,3,,10.0,30.528543,,,,CLR,,,,,,,,SPECI
KMWO,2015-03-13T08:15:00Z,4.6,-0.3,20,3,,10.0,30.31004,,,,CLR,,,,,,,,SPECI
KMRN,2015-03-13T08:15:00Z,11.5,-0.5,0,0,,10.0,30.519686,,,,OVC,7000,,,,,,,SPECI
KMQI,2015-03-13T08:15:00Z,6.8,0.1,50,10,,10.0,30.528543,,,,CLR,,,,,,,,SPECI
KMMH,2015-03-13T08:15:00Z,0.0,-5.0,0,0,,10.0,30.431103,,,,CLR,,,,,,,,SPECI
KMIS,2015-03-13T08:15:00Z,25.0,19.0,30,8,,,30.059055,,,,OVC,700,,,,,,,SPECI
KMER,2015-03-13T08:15:00Z,10.0,10.0,0,0,,10.0,30.171259,,,,CLR,,,,,,,,SPECI
KMDJ,2015-03-13T08:15:00Z,22.0,20.0,70,10,,10.0,30.041338,,,,FEW,4200,BKN,7500,OVC,9500,,,SPECI
KM30,2015-03-13T08:15:00Z,12.3,12.3,90,3,,7.0,30.138779,,,,BKN,2800,OVC,3400,,,,,SPECI
KLZZ,2015-03-13T08:15:00Z,11.6,10.8,330,4,,10.0,30.02067,,,,BKN,800,,,,,,,SPECI
KLXN,2015-03-13T08:15:00Z,12.2,-0.3,240,6,,10.0,30.138779,,,,CLR,,,,,,,,SPECI
KLVL,2015-03-13T08:15:00Z,2.0,-1.8,0,0,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KLUD,2015-03-13T08:15:00Z,11.6,11.6,0,0,,4.0,30.041338,,,BR,OVC,6000,,,,,,,SPECI
KLNN,2015-03-13T08:15:00Z,-2.2,-7.4,160,5,,10.0,30.369095,,,,CLR,,,,,,,,SPECI
KJXI,2015-03-13T08:15:00Z,12.2,12.1,320,3,,10.0,29.97933,,,,SCT,300,OVC,1400,,,,,SPECI
KJWG,2015-03-13T08:15:00Z,4.4,3.0,0,0,,7.0,30.100393,,,,CLR,,,,,,,,SPECI
KEQA,2015-03-13T08:15:00Z,8.0,4.0,50,4,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KEMK,2015-03-13T08:15:00Z,19.0,16.0,250,9,,10.0,29.970472,,,,SCT,1400,BKN,2000,OVC,2600,,,SPECI
KEIR,2015-03-13T08:15:00Z,19.0,19.0,240,5,,6.0,30.008858,,,BR,FEW,500,BKN,5000,OVC,10000,,,SPECI
KEHC,2015-03-13T08:15:00Z,20.0,17.0,230,12,,10.0,29.991142,,,,CLR,,,,,,,,SPECI
KDUC,2015-03-13T08:15:00Z,10.0,10.0,0,0,,10.0,30.059055,,,,CLR,,,,,,,,SPECI
KDQH,2015-03-13T08:15:00Z,16.0,12.0,80,7,,10.0,30.301182,,,,OVC,1600,,,,,,,SPECI
KDNV,2015-03-13T08:15:00Z,3.7,0.0,70,5,,10.0,30.221457,,,,CLR,,,,,,,,SPECI
KDNS,2015-03-13T08:15:00Z,7.0,2.0,220,4,,10.0,30.121063,,,,CLR,,,,,,,,SPECI
KDLP,2015-03-13T08:15:00Z,20.0,20.0,140,5,11,3.0,30.02067,,,BR,FEW,1000,SCT,2600,BKN,3200,,,SPECI
KD50,2015-03-13T08:15:00Z,-1.0,-1.0,330,7,,0.25,30.180119,,,FZFG,OVC,100,,,,,,,SPECI
KCWF,2015-03-13T08:15:00Z,16.5,16.0,180,12,,3.0,29.958662,,,BR,OVC,400,,,,,,,SPECI
KCWC,2015-03-13T08:15:00Z,10.0,8.3,0,0,,10.0,30.070866,,,,CLR,,,,,,,,SPECI
KCVW,2015-03-13T08:15:00Z,16.0,16.0,190,12,,6.0,29.97933,,,BR,FEW,2100,SCT,6500,BKN,9500,,,SPECI
KCUL,2015-03-13T08:15:00Z,12.1,7.0,30,4,,10.0,30.171259,,,,OVC,4200,,,,,,,SPECI
KCUH,2015-03-13T08:15:00Z,8.0,7.0,0,0,,10.0,30.088583,,,,SCT,9000,,,,,,,SPECI
KCPK,2015-03-13T08:15:00Z,1.0,0.0,0,0,,10.0,30.561024,,,,CLR,,,,,,,,SPECI
KCMD,2015-03-13T08:15:00Z,14.1,12.6,110,10,15,10.0,30.230314,,,,OVC,1100,,,,,,,SPECI
KCLW,2015-03-13T08:15:00Z,22.0,19.0,110,4,,10.0,30.159449,,,,SCT,2300,SCT,2800,,,,,SPECI
KCIR,2015-03-13T08:15:00Z,12.4,11.0,50,5,,4.0,30.129921,,,BR,BKN,2400,BKN,3100,OVC,4100,,,SPECI
KCDA,2015-03-13T08:15:00Z,-10.5,-20.1,270,3,,10.0,30.528543,,,,CLR,,,,,,,,SPECI
KCCY,2015-03-13T08:15:00Z,6.0,6.0,180,11,,2.5,30.171259,,,BR,OVC,300,,,,,,,SPECI
KCCO,2015-03-13T08:15:00Z,15.0,11.1,100,7,,10.0,30.301182,,,,OVC,2400,,,,,,,SPECI
KBTA,2015-03-13T08:15:00Z,8.9,0.8,180,6,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KBQX,2015-03-13T08:15:00Z,15.0,14.0,250,10,,10.0,29.991142,,,,FEW,700,BKN,2900,OVC,3400,,,SPECI
KBHC,2015-03-13T08:15:00Z,16.0,12.0,90,6,,10.0,30.301182,,,,OVC,1700,,,,,,,SPECI
KBBF,2015-03-13T08:15:00Z,17.0,15.0,40,4,,10.0,29.97933,,,,BKN,1400,,,,,,,SPECI
KBBD,2015-03-13T08:15:00Z,8.0,7.0,0,0,,10.0,30.029528,,,,CLR,,,,,,,,METAR
KAYS,2015-03-13T08:15:00Z,17.7,15.2,90,10,,7.0,30.280512,,,,OVC,1300,,,,,,,SPECI
KAXX,2015-03-13T08:15:00Z,1.8,-5.0,360,12,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KAXA,2015-03-13T08:15:00Z,6.0,4.0,200,13,,10.0,30.121063,,,,CLR,,,,,,,,SPECI
KAWG,2015-03-13T08:15:00Z,4.0,4.0,160,5,,3.0,30.209646,,,BR,CLR,,,,,,,,SPECI
KAVQ,2015-03-13T08:15:00Z,14.3,2.6,0,0,,10.0,29.97933,,,,CLR,,,,,,,,METAR
KAUH,2015-03-13T08:15:00Z,6.4,-1.0,230,6,,10.0,30.15059,,,,CLR,,,,,,,,SPECI
KATW,2015-03-13T08:15:00Z,2.0,-2.0,180,7,,10.0,30.221457,,,,CLR,,,,,,,,SPECI
KATP,2015-03-13T08:15:00Z,22.0,20.0,0,0,,4.0,30.0,,,HZ,SCT,1700,BKN,3400,OVC,7000,,,SPECI
KASL,2015-03-13T08:15:00Z,13.7,12.6,0,0,,10.0,29.97933,,,,OVC,300,,,,,,,SPECI
KARM,2015-03-13T08:15:00Z,14.0,13.6,290,4,,3.0,29.991142,,,DZ,SCT,2200,OVC,3000,,,,,SPECI
KJQF,2015-03-13T08:15:00Z,12.0,-1.0,80,3,,10.0,30.510826,,,,OVC,8000,,,,,,,SPECI
KJAS,2015-03-13T08:15:00Z,13.6,13.3,0,0,,3.0,29.949802,,,BR,OVC,300,,,,,,,SPECI
KIPN,2015-03-13T08:15:00Z,24.0,21.0,130,19,,10.0,30.029528,,,,SCT,2000,SCT,6500,SCT,9500,,,SPECI
KIKT,2015-03-13T08:15:00Z,24.0,22.0,130,20,,7.0,30.008858,,,,FEW,1200,SCT,12000,,,,,SPECI
KIIY,2015-03-13T08:15:00Z,16.0,7.0,60,5,,10.0,30.389763,,,,OVC,3900,,,,,,,SPECI
KIGQ,2015-03-13T08:15:00Z,4.0,-2.3,140,4,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KIER,2015-03-13T08:15:00Z,18.4,18.4,0,0,,3.0,29.940945,,,BR,BKN,300,OVC,1000,,,,,SPECI
KIBM,2015-03-13T08:15:00Z,7.1,-1.2,350,6,,10.0,30.280512,,,,OVC,10000,,,,,,,SPECI
KI16,2015-03-13T08:15:00Z,10.7,2.2,,,,10.0,30.41929,,,,CLR,,,,,,,,SPECI
KHZL,2015-03-13T08:15:00Z,-5.0,-17.0,0,0,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KHZE,2015-03-13T08:15:00Z,-1.0,-3.0,210,4,,10.0,30.129921,,,,FEW,1300,,,,,,,SPECI
KHSB,2015-03-13T08:15:00Z,10.1,6.7,50,4,,7.0,30.188976,,,+RA,SCT,2600,BKN,3200,OVC,6000,,,SPECI
KHQI,2015-03-13T08:15:00Z,19.0,16.0,220,15,,10.0,29.991142,,,,FEW,2300,SCT,2800,OVC,4700,,,SPECI
KHJH,2015-03-13T08:15:00Z,4.8,-1.1,0,0,,10.0,30.15059,,,,CLR,,,,,,,,SPECI
KHHV,2015-03-13T08:15:00Z,19.0,15.0,250,12,,10.0,30.008858,,,,CLR,,,,,,,,SPECI
KGZL,2015-03-13T08:15:00Z,12.0,12.0,70,3,,4.0,30.059055,,,-RA,OVC,400,,,,,,,SPECI
KGYI,2015-03-13T08:15:00Z,12.9,12.5,30,3,,10.0,30.041338,,,,OVC,900,,,,,,,SPECI
KGYB,2015-03-13T08:15:00Z,13.5,12.4,330,4,,7.0,30.029528,,,,BKN,7500,,,,,,,SPECI
KGUL,2015-03-13T08:15:00Z,19.0,15.0,,,,10.0,30.0,,,,FEW,2100,BKN,3000,OVC,3700,,,SPECI
KGNC,2015-03-13T08:15:00Z,5.5,0.2,0,0,,10.0,30.109253,,,,CLR,,,,,,,,SPECI
KGMJ,2015-03-13T08:15:00Z,12.0,12.0,0,0,,3.0,30.109253,,,BR,SCT,2300,SCT,4300,OVC,4900,,,SPECI
KGIC,2015-03-13T08:15:00Z,3.3,0.2,190,4,,10.0,30.448818,,,,CLR,,,,,,,,SPECI
KGHB,2015-03-13T08:15:00Z,21.0,18.0,210,12,,10.0,30.008858,,,,FEW,1400,SCT,3500,OVC,4400,,,SPECI
KGDJ,2015-03-13T08:15:00Z,10.1,9.1,270,3,,4.0,30.041338,,,BR,BKN,11000,,,,,,,SPECI
KGBK,2015-03-13T08:15:00Z,21.0,17.0,220,9,,10.0,30.02067,,,,SCT,2300,BKN,4100,OVC,12000,,,SPECI
KGAO,2015-03-13T08:15:00Z,16.6,16.5,,,,5.0,30.02067,,,BR,OVC,400,,,,,,,SPECI
KFYJ,2015-03-13T08:15:00Z,-0.1,-2.5,0,0,,10.0,30.590551,,,,CLR,,,,,,,,SPECI
KFHB,2015-03-13T08:15:00Z,20.0,18.0,30,10,14,4.0,30.221457,,,,OVC,300,,,,,,,SPECI
KFEP,2015-03-13T08:15:00Z,1.5,0.0,140,5,,7.0,30.259842,,,,CLR,,,,,,,,SPECI
KF44,2015-03-13T08:15:00Z,12.0,12.0,360,6,,2.5,29.958662,,,BR,OVC,300,,,,,,,SPECI
KF05,2015-03-13T08:15:00Z,9.2,3.6,20,5,,10.0,30.079725,,,,CLR,,,,,,,,SPECI
KEZS,2015-03-13T08:15:00Z,4.6,-1.0,210,4,,10.0,30.200787,,,,CLR,,,,,,,,SPECI
KEZM,2015-03-13T08:15:00Z,14.7,5.6,90,7,,10.0,30.33071,,,,OVC,2300,,,,,,,SPECI
KERV,2015-03-13T08:15:00Z,7.1,6.0,0,0,,10.0,30.029528,,,,CLR,,,,,,,,SPECI
KAPY,2015-03-13T08:15:00Z,10.1,9.5,0,0,,10.0,29.97933,,,,CLR,,,,,,,,SPECI
KANW,2015-03-13T08:15:00Z,10.0,0.0,320,5,,10.0,30.180119,,,,CLR,,,,,,,,SPECI
KALX,2015-03-13T08:15:00Z,16.5,14.1,100,12,16,4.0,30.230314,,,-RA,OVC,600,,,,,,,SPECI
KALN,2015-03-13T08:15:00Z,9.1,6.2,100,6,,7.0,30.209646,,,RA,SCT,2500,BKN,3000,OVC,5000,,,SPECI
KAJZ,2015-03-13T08:15:00Z,5.9,0.5,0,0,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KAJG,2015-03-13T08:15:00Z,11.0,3.0,0,0,,10.0,30.209646,,,RA,BKN,4700,OVC,7000,,,,,SPECI
KAIO,2015-03-13T08:15:00Z,5.0,2.0,210,5,,10.0,30.159449,,,,CLR,,,,,,,,SPECI
KAHQ,2015-03-13T08:15:00Z,3.3,-1.6,140,5,,10.0,30.138779,,,,CLR,,,,,,,,SPECI
KAFP,2015-03-13T08:15:00Z,11.2,-5.5,70,3,,10.0,30.481298,,,,OVC,8000,,,,,,,SPECI
KAFK,2015-03-13T08:15:00Z,7.0,-1.1,180,6,,10.0,30.138779,,,,CLR,,,,,,,,SPECI
KAEJ,2015-03-13T08:15:00Z,1.5,0.0,300,4,,10.0,30.360237,,,,OVC,7000,,,,,,,SPECI
KADU,2015-03-13T08:15:00Z,8.0,4.0,210,6,,10.0,30.159449,,,,CLR,,,,,,,,SPECI
KADS,2015-03-13T08:15:00Z,14.5,12.5,20,4,,10.0,30.029528,,,,OVC,1100,,,,,,,SPECI
KADH,2015-03-13T08:15:00Z,10.0,10.0,0,0,,10.0,30.059055,,,,SCT,8500,SCT,12000,,,,,SPECI
KAAA,2015-03-13T08:15:00Z,5.9,2.3,0,0,,10.0,30.230314,,,,SCT,9000,OVC,11000,,,,,SPECI
K82C,2015-03-13T08:15:00Z,6.0,2.5,170,8,,10.0,30.180119,,,,CLR,,,,,,,,METAR
K6B0,2015-03-13T08:15:00Z,-8.9,-14.5,0,0,,10.0,30.590551,,,,CLR,,,,,,,,SPECI
K66R,2015-03-13T08:15:00Z,13.9,13.6,260,4,,4.0,29.991142,,,BR,BKN,2000,OVC,3900,,,,,SPECI
K5R8,2015-03-13T08:15:00Z,16.2,16.2,150,6,,4.0,29.949802,,,BR,OVC,400,,,,,,,SPECI
K5C1,2015-03-13T08:15:00Z,7.0,6.0,0,0,,10.0,30.029528,,,,CLR,,,,,,,,SPECI
K5A6,2015-03-13T08:15:00Z,19.5,18.0,100,5,,10.0,30.050198,,,,OVC,1500,,,,,,,METAR
K54J,2015-03-13T08:15:00Z,19.6,18.1,90,9,16,10.0,30.15059,,,,OVC,800,,,,,,,SPECI
K4M9,2015-03-13T08:15:00Z,13.0,13.0,30,5,,1.0,30.100393,,,-RA,OVC,1200,,,,,,,SPECI
K4A9,2015-03-13T08:15:00Z,13.0,9.0,100,9,18,10.0,30.268702,,,-RA,SCT,2300,BKN,4600,OVC,7500,,,SPECI
K3R7,2015-03-13T08:15:00Z,16.8,16.3,170,7,,10.0,29.970472,,,,BKN,900,OVC,1600,,,,,SPECI
K2G9,2015-03-13T08:15:00Z,2.0,-12.0,140,4,,10.0,30.448818,,,,CLR,,,,,,,,METAR
K2D5,2015-03-13T08:15:00Z,2.0,2.0,280,8,,10.0,30.059055,,,,,,,,,,,,SPECI
K1L0,2015-03-13T08:15:00Z,20.5,19.0,140,7,,10.0,30.008858,,,-RA,OVC,500,,,,,,,SPECI
K1H2,2015-03-13T08:15:00Z,10.5,-0.1,80,4,,10.0,30.230314,,,-RA,OVC,3400,,,,,,,SPECI
K1A6,2015-03-13T08:15:00Z,15.0,3.6,130,3,,10.0,30.318897,,,,SCT,4900,BKN,6500,OVC,7500,,,SPECI
K11R,2015-03-13T08:15:00Z,14.7,13.7,300,4,,7.0,29.97933,,,,SCT,1400,SCT,2600,OVC,3400,,,SPECI
K0VG,2015-03-13T08:15:00Z,12.0,2.0,50,6,,10.0,30.369095,,,,OVC,5000,,,,,,,SPECI
K0V4,2015-03-13T08:15:00Z,3.6,0.3,0,0,,10.0,30.540354,,,,BKN,9000,,,,,,,SPECI
K0F2,2015-03-13T08:15:00Z,8.5,8.4,0,0,,0.5,30.041338,,,FG,BKN,200,,,,,,,SPECI
K0E0,2015-03-13T08:15:00Z,4.9,-4.9,0,0,,10.0,30.171259,,,,SCT,10000,BKN,12000,,,,,SPECI
KUSE,2015-03-13T08:15:00Z,-1.0,-4.0,40,6,,10.0,30.339567,,,,CLR,,,,,,,,SPECI
KRTS,2015-03-13T08:15:00Z,5.0,-1.0,20,3,,10.0,30.360237,,,,CLR,,,,,,,,SPECI
KP08,2015-03-13T08:15:00Z,15.0,3.0,30,4,,10.0,29.970472,,,,CLR,,,,,,,,METAR
KONA,2015-03-13T08:15:00Z,10.0,6.0,0,0,,7.0,30.15059,,,,CLR,,,,,,,,SPECI
KO69,2015-03-13T08:15:00Z,10.0,10.0,320,3,,1.5,30.200787,,,,OVC,300,,,,,,,SPECI
KN38,2015-03-13T08:15:00Z,-5.0,-14.0,0,0,,10.0,30.519686,,,,CLR,,,,,,,,SPECI
KMVH,2015-03-13T08:15:00Z,2.0,-4.0,310,6,,10.0,30.351377,,,,CLR,,,,,,,,SPECI
KMHV,2015-03-13T08:15:00Z,15.0,-2.0,10,9,,10.0,30.188976,,,,CLR,,,,,,,,SPECI
KMEV,2015-03-13T08:15:00Z,-1.0,-4.0,0,0,,10.0,30.389763,,,,CLR,,,,,,,,SPECI
KMCC,2015-03-13T08:15:00Z,14.0,10.0,,,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KJTC,2015-03-13T08:15:00Z,3.0,2.0,40,4,,10.0,30.239174,,,,SCT,2500,SCT,4200,SCT,8000,,,METAR
KIFP,2015-03-13T08:15:00Z,22.0,3.0,10,16,20,10.0,30.079725,,,,CLR,,,,,,,,SPECI
KGOO,2015-03-13T08:15:00Z,14.0,-2.0,0,0,,10.0,30.209646,,,,CLR,,,,,,,,SPECI
KFOT,2015-03-13T08:15:00Z,10.0,10.0,120,11,,6.0,30.200787,,,,OVC,300,,,,,,,SPECI
KEDU,2015-03-13T08:15:00Z,13.0,8.0,0,0,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KE16,2015-03-13T08:15:00Z,12.0,10.0,0,0,,10.0,30.171259,,,,CLR,,,,,,,,SPECI
KCRX,2015-03-13T08:15:00Z,16.0,14.0,120,7,,4.0,30.129921,,,-DZ,BKN,900,OVC,1300,,,,,SPECI
KAVK,2015-03-13T08:15:00Z,7.0,2.0,30,6,,10.0,30.109253,,,,FEW,3800,,,,,,,SPECI
K65S,2015-03-13T08:15:00Z,7.0,1.0,100,5,,10.0,30.410433,,,,CLR,,,,,,,,SPECI
K5T9,2015-03-13T08:15:00Z,12.0,7.0,50,5,,10.0,30.008858,,,,CLR,,,,,,,,METAR
K05U,2015-03-13T08:15:00Z,-1.0,-4.0,190,3,,10.0,30.431103,,,,CLR,,,,,,,,SPECI
KW81,2015-03-13T08:15:00Z,0.4,-1.5,0,0,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KW75,2015-03-13T08:15:00Z,-0.4,-2.1,0,0,,10.0,30.561024,,,,CLR,,,,,,,,SPECI
KW63,2015-03-13T08:15:00Z,6.0,-2.0,0,0,,10.0,30.528543,,,,BKN,9000,,,,,,,SPECI
KW43,2015-03-13T08:15:00Z,3.0,-1.0,230,3,,10.0,30.301182,,,,SCT,7500,BKN,9000,,,,,SPECI
KW31,2015-03-13T08:15:00Z,1.8,-2.1,0,0,,10.0,30.540354,,,,CLR,,,,,,,,SPECI
KVWU,2015-03-13T08:15:00Z,3.0,1.0,0,0,,10.0,29.929134,,,,CLR,,,,,,,,SPECI
KVDI,2015-03-13T08:15:00Z,15.0,8.0,80,13,,10.0,30.33071,,,,OVC,2100,,,,,,,SPECI
KVCV,2015-03-13T08:15:00Z,11.0,-2.0,0,0,,10.0,30.180119,,,,CLR,,,,,,,,SPECI
KVBW,2015-03-13T08:15:00Z,0.0,-1.5,0,0,,10.0,30.519686,,,,CLR,,,,,,,,METAR
KUVA,2015-03-13T08:15:00Z,11.8,8.3,30,4,,10.0,30.029528,,,,CLR,,,,,,,,SPECI
KTTA,2015-03-13T08:15:00Z,7.9,-3.8,0,0,,10.0,30.519686,,,,SCT,9000,,,,,,,SPECI
